date	rate
25-Mar-1999	8.2798
26-Mar-1999	8.28
29-Mar-1999	8.2797
30-Mar-1999	8.28
31-Mar-1999	8.28
01-Apr-1999	8.2796
02-Apr-1999	8.2794
05-Apr-1999	8.2795
06-Apr-1999	8.2797
07-Apr-1999	8.2797
08-Apr-1999	8.2799
09-Apr-1999	8.2797
12-Apr-1999	8.2797
13-Apr-1999	8.2797
14-Apr-1999	8.2794
15-Apr-1999	8.2789
16-Apr-1999	8.2787
19-Apr-1999	8.2787
20-Apr-1999	8.2783
21-Apr-1999	8.2783
22-Apr-1999	8.2783
23-Apr-1999	8.2784
26-Apr-1999	8.2793
27-Apr-1999	8.2794
28-Apr-1999	8.2791
29-Apr-1999	8.2794
30-Apr-1999	8.279
03-May-1999	8.279
04-May-1999	8.2789
05-May-1999	8.2789
06-May-1999	8.2786
07-May-1999	8.2783
10-May-1999	8.2787
11-May-1999	8.2782
12-May-1999	8.2783
13-May-1999	8.2778
14-May-1999	8.2784
17-May-1999	8.2785
18-May-1999	8.279
19-May-1999	8.2783
20-May-1999	8.278
21-May-1999	8.278
24-May-1999	8.2785
25-May-1999	8.2789
26-May-1999	8.279
27-May-1999	8.2788
28-May-1999	8.2786
01-Jun-1999	8.2781
02-Jun-1999	8.2787
03-Jun-1999	8.2784
04-Jun-1999	8.2781
07-Jun-1999	8.2781
08-Jun-1999	8.2779
09-Jun-1999	8.2778
10-Jun-1999	8.2777
11-Jun-1999	8.2777
14-Jun-1999	8.2776
15-Jun-1999	8.2781
16-Jun-1999	8.2776
17-Jun-1999	8.2775
18-Jun-1999	8.2774
21-Jun-1999	8.2778
22-Jun-1999	8.2781
23-Jun-1999	8.2784
24-Jun-1999	8.2779
25-Jun-1999	8.2775
28-Jun-1999	8.278
29-Jun-1999	8.2786
30-Jun-1999	8.2787
01-Jul-1999	8.2786
02-Jul-1999	8.2785
06-Jul-1999	8.2782
07-Jul-1999	8.2783
08-Jul-1999	8.2781
09-Jul-1999	8.2777
12-Jul-1999	8.2776
13-Jul-1999	8.2775
14-Jul-1999	8.2778
15-Jul-1999	8.2775
16-Jul-1999	8.2773
19-Jul-1999	8.2773
20-Jul-1999	8.2777
21-Jul-1999	8.2773
22-Jul-1999	8.2773
23-Jul-1999	8.2772
26-Jul-1999	8.277
27-Jul-1999	8.277
28-Jul-1999	8.277
29-Jul-1999	8.2773
30-Jul-1999	8.2774
02-Aug-1999	8.2772
03-Aug-1999	8.2773
04-Aug-1999	8.2774
05-Aug-1999	8.2774
06-Aug-1999	8.2773
09-Aug-1999	8.2774
10-Aug-1999	8.2772
11-Aug-1999	8.2772
12-Aug-1999	8.2771
13-Aug-1999	8.277
16-Aug-1999	8.2774
17-Aug-1999	8.277
18-Aug-1999	8.2772
19-Aug-1999	8.2774
20-Aug-1999	8.2774
23-Aug-1999	8.2772
24-Aug-1999	8.2775
25-Aug-1999	8.2773
26-Aug-1999	8.2773
27-Aug-1999	8.2773
30-Aug-1999	8.2771
31-Aug-1999	8.277
01-Sep-1999	8.2771
02-Sep-1999	8.2773
03-Sep-1999	8.2775
07-Sep-1999	8.2776
08-Sep-1999	8.2776
09-Sep-1999	8.2774
10-Sep-1999	8.2774
13-Sep-1999	8.2772
14-Sep-1999	8.2775
15-Sep-1999	8.2773
16-Sep-1999	8.2771
17-Sep-1999	8.2773
20-Sep-1999	8.2775
21-Sep-1999	8.2775
22-Sep-1999	8.2777
24-Sep-1999	8.2775
27-Sep-1999	8.2775
28-Sep-1999	8.2775
29-Sep-1999	8.2775
30-Sep-1999	8.2778
01-Oct-1999	8.2778
04-Oct-1999	8.2778
05-Oct-1999	8.2778
06-Oct-1999	8.2778
07-Oct-1999	8.2778
08-Oct-1999	8.278
12-Oct-1999	8.2772
13-Oct-1999	8.2777
14-Oct-1999	8.2774
15-Oct-1999	8.2775
18-Oct-1999	8.2774
19-Oct-1999	8.2773
20-Oct-1999	8.2774
21-Oct-1999	8.2772
22-Oct-1999	8.2773
25-Oct-1999	8.277
26-Oct-1999	8.2773
27-Oct-1999	8.2775
28-Oct-1999	8.2776
29-Oct-1999	8.2778
01-Nov-1999	8.2779
02-Nov-1999	8.2781
03-Nov-1999	8.2781
04-Nov-1999	8.278
05-Nov-1999	8.2779
08-Nov-1999	8.2779
09-Nov-1999	8.278
10-Nov-1999	8.2781
11-Nov-1999	8.2782
12-Nov-1999	8.278
15-Nov-1999	8.2781
16-Nov-1999	8.2781
17-Nov-1999	8.2781
18-Nov-1999	8.2784
19-Nov-1999	8.2785
22-Nov-1999	8.2785
23-Nov-1999	8.2784
24-Nov-1999	8.2785
30-Nov-1999	8.2789
01-Dec-1999	8.2789
02-Dec-1999	8.2788
03-Dec-1999	8.2787
06-Dec-1999	8.279
07-Dec-1999	8.279
08-Dec-1999	8.2795
09-Dec-1999	8.2795
10-Dec-1999	8.2795
13-Dec-1999	8.2795
14-Dec-1999	8.2794
15-Dec-1999	8.2794
16-Dec-1999	8.2794
17-Dec-1999	8.2794
20-Dec-1999	8.2794
21-Dec-1999	8.2796
22-Dec-1999	8.2796
23-Dec-1999	8.2795
28-Dec-1999	8.2797
29-Dec-1999	8.2793
30-Dec-1999	8.2795
03-Jan-2000	8.2798
04-Jan-2000	8.2799
05-Jan-2000	8.2798
06-Jan-2000	8.2797
07-Jan-2000	8.2794
10-Jan-2000	8.2794
11-Jan-2000	8.2795
12-Jan-2000	8.2796
13-Jan-2000	8.2798
14-Jan-2000	8.2797
18-Jan-2000	8.2793
19-Jan-2000	8.2797
20-Jan-2000	8.2794
21-Jan-2000	8.2795
24-Jan-2000	8.2789
26-Jan-2000	8.2782
27-Jan-2000	8.2783
28-Jan-2000	8.2781
31-Jan-2000	8.2777
01-Feb-2000	8.2774
02-Feb-2000	8.2773
03-Feb-2000	8.2781
04-Feb-2000	8.2788
07-Feb-2000	8.2788
08-Feb-2000	8.2788
09-Feb-2000	8.2788
10-Feb-2000	8.2788
11-Feb-2000	8.2788
14-Feb-2000	8.2779
15-Feb-2000	8.2777
16-Feb-2000	8.2777
17-Feb-2000	8.2772
18-Feb-2000	8.2772
22-Feb-2000	8.2773
23-Feb-2000	8.278
24-Feb-2000	8.278
25-Feb-2000	8.2786
28-Feb-2000	8.2786
29-Feb-2000	8.2786
01-Mar-2000	8.2786
02-Mar-2000	8.2787
03-Mar-2000	8.2789
06-Mar-2000	8.2785
07-Mar-2000	8.2784
08-Mar-2000	8.2786
09-Mar-2000	8.2787
10-Mar-2000	8.2785
13-Mar-2000	8.2781
14-Mar-2000	8.278
15-Mar-2000	8.2778
16-Mar-2000	8.2777
17-Mar-2000	8.2785
20-Mar-2000	8.2786
21-Mar-2000	8.2783
22-Mar-2000	8.2783
23-Mar-2000	8.2787
24-Mar-2000	8.2789
27-Mar-2000	8.2792
28-Mar-2000	8.2795
29-Mar-2000	8.2789
30-Mar-2000	8.2788
31-Mar-2000	8.2787
03-Apr-2000	8.2786
04-Apr-2000	8.2791
05-Apr-2000	8.2795
06-Apr-2000	8.2795
07-Apr-2000	8.2795
10-Apr-2000	8.2798
11-Apr-2000	8.2791
12-Apr-2000	8.2796
13-Apr-2000	8.2794
14-Apr-2000	8.2794
17-Apr-2000	8.2794
18-Apr-2000	8.279
19-Apr-2000	8.2793
20-Apr-2000	8.2791
21-Apr-2000	8.2785
24-Apr-2000	8.2786
25-Apr-2000	8.2791
26-Apr-2000	8.2795
27-Apr-2000	8.2798
28-Apr-2000	8.2799
01-May-2000	8.2799
02-May-2000	8.2799
03-May-2000	8.2799
04-May-2000	8.2799
05-May-2000	8.2799
08-May-2000	8.2798
09-May-2000	8.279
10-May-2000	8.2785
11-May-2000	8.2782
12-May-2000	8.2778
15-May-2000	8.2777
16-May-2000	8.2772
17-May-2000	8.2768
18-May-2000	8.2773
19-May-2000	8.2768
22-May-2000	8.277
23-May-2000	8.2768
24-May-2000	8.2769
25-May-2000	8.2773
26-May-2000	8.2771
30-May-2000	8.2772
31-May-2000	8.2773
01-Jun-2000	8.2771
02-Jun-2000	8.2771
05-Jun-2000	8.277
06-Jun-2000	8.2773
07-Jun-2000	8.2773
08-Jun-2000	8.2775
09-Jun-2000	8.2772
12-Jun-2000	8.2771
13-Jun-2000	8.277
14-Jun-2000	8.2768
15-Jun-2000	8.2768
16-Jun-2000	8.2768
19-Jun-2000	8.2768
20-Jun-2000	8.277
21-Jun-2000	8.2772
22-Jun-2000	8.2771
23-Jun-2000	8.2769
26-Jun-2000	8.2773
27-Jun-2000	8.2774
28-Jun-2000	8.2775
29-Jun-2000	8.278
30-Jun-2000	8.2782
05-Jul-2000	8.2787
06-Jul-2000	8.2791
07-Jul-2000	8.2793
10-Jul-2000	8.2795
11-Jul-2000	8.2794
12-Jul-2000	8.2795
13-Jul-2000	8.2791
14-Jul-2000	8.2796
17-Jul-2000	8.2791
18-Jul-2000	8.2796
19-Jul-2000	8.2796
20-Jul-2000	8.2796
21-Jul-2000	8.2795
24-Jul-2000	8.2798
25-Jul-2000	8.2797
26-Jul-2000	8.2796
27-Jul-2000	8.2793
28-Jul-2000	8.2794
31-Jul-2000	8.2792
01-Aug-2000	8.2788
02-Aug-2000	8.2791
03-Aug-2000	8.2796
04-Aug-2000	8.2798
07-Aug-2000	8.2799
08-Aug-2000	8.2799
09-Aug-2000	8.2798
10-Aug-2000	8.2799
11-Aug-2000	8.2796
14-Aug-2000	8.2795
15-Aug-2000	8.2788
16-Aug-2000	8.2797
17-Aug-2000	8.2799
18-Aug-2000	8.2797
21-Aug-2000	8.2799
22-Aug-2000	8.2799
23-Aug-2000	8.2793
24-Aug-2000	8.2799
25-Aug-2000	8.2799
28-Aug-2000	8.2799
29-Aug-2000	8.2799
30-Aug-2000	8.2788
31-Aug-2000	8.2786
01-Sep-2000	8.2787
05-Sep-2000	8.279
06-Sep-2000	8.2794
07-Sep-2000	8.279
08-Sep-2000	8.2794
11-Sep-2000	8.2786
12-Sep-2000	8.2787
13-Sep-2000	8.2777
14-Sep-2000	8.2773
15-Sep-2000	8.2771
18-Sep-2000	8.2772
19-Sep-2000	8.2779
20-Sep-2000	8.2775
21-Sep-2000	8.2778
22-Sep-2000	8.2787
25-Sep-2000	8.2793
26-Sep-2000	8.2791
27-Sep-2000	8.2795
28-Sep-2000	8.2799
29-Sep-2000	8.2798
02-Oct-2000	8.279
03-Oct-2000	8.279
04-Oct-2000	8.279
05-Oct-2000	8.279
06-Oct-2000	8.279
10-Oct-2000	8.2789
11-Oct-2000	8.2786
12-Oct-2000	8.2786
13-Oct-2000	8.2784
16-Oct-2000	8.2781
17-Oct-2000	8.2784
18-Oct-2000	8.2781
19-Oct-2000	8.278
20-Oct-2000	8.2778
23-Oct-2000	8.2784
24-Oct-2000	8.2784
25-Oct-2000	8.2782
26-Oct-2000	8.2785
27-Oct-2000	8.2788
30-Oct-2000	8.278
31-Oct-2000	8.2775
01-Nov-2000	8.2773
02-Nov-2000	8.277
03-Nov-2000	8.2768
06-Nov-2000	8.2771
07-Nov-2000	8.2769
08-Nov-2000	8.2772
09-Nov-2000	8.2768
10-Nov-2000	8.2772
13-Nov-2000	8.2768
14-Nov-2000	8.2773
15-Nov-2000	8.2768
16-Nov-2000	8.2773
17-Nov-2000	8.2769
20-Nov-2000	8.2779
21-Nov-2000	8.2786
22-Nov-2000	8.2782
27-Nov-2000	8.278
28-Nov-2000	8.2777
29-Nov-2000	8.2774
30-Nov-2000	8.2777
01-Dec-2000	8.2775
04-Dec-2000	8.2771
05-Dec-2000	8.277
06-Dec-2000	8.277
07-Dec-2000	8.277
08-Dec-2000	8.2769
11-Dec-2000	8.2773
12-Dec-2000	8.2771
13-Dec-2000	8.277
14-Dec-2000	8.2768
15-Dec-2000	8.2768
18-Dec-2000	8.2774
19-Dec-2000	8.2772
20-Dec-2000	8.2769
21-Dec-2000	8.2768
22-Dec-2000	8.2777
26-Dec-2000	8.2769
27-Dec-2000	8.277
28-Dec-2000	8.2781
29-Dec-2000	8.2774
02-Jan-2001	8.2779
03-Jan-2001	8.2773
04-Jan-2001	8.2781
05-Jan-2001	8.2775
08-Jan-2001	8.2778
09-Jan-2001	8.2771
10-Jan-2001	8.2769
11-Jan-2001	8.2767
12-Jan-2001	8.2768
16-Jan-2001	8.2766
17-Jan-2001	8.2764
18-Jan-2001	8.2764
19-Jan-2001	8.2764
22-Jan-2001	8.2782
23-Jan-2001	8.2786
24-Jan-2001	8.2786
25-Jan-2001	8.2786
26-Jan-2001	8.2786
29-Jan-2001	8.2786
30-Jan-2001	8.2786
31-Jan-2001	8.2781
01-Feb-2001	8.2772
02-Feb-2001	8.2774
05-Feb-2001	8.277
06-Feb-2001	8.2766
07-Feb-2001	8.2765
08-Feb-2001	8.2763
09-Feb-2001	8.2764
12-Feb-2001	8.2774
13-Feb-2001	8.2765
14-Feb-2001	8.2764
15-Feb-2001	8.2772
16-Feb-2001	8.277
20-Feb-2001	8.2767
21-Feb-2001	8.2772
22-Feb-2001	8.2769
23-Feb-2001	8.2774
26-Feb-2001	8.2776
27-Feb-2001	8.2781
28-Feb-2001	8.2783
01-Mar-2001	8.2778
02-Mar-2001	8.2782
05-Mar-2001	8.2777
06-Mar-2001	8.2778
07-Mar-2001	8.2773
08-Mar-2001	8.277
09-Mar-2001	8.2774
12-Mar-2001	8.2784
13-Mar-2001	8.2783
14-Mar-2001	8.2778
15-Mar-2001	8.2776
16-Mar-2001	8.2771
19-Mar-2001	8.2772
20-Mar-2001	8.2772
21-Mar-2001	8.2771
22-Mar-2001	8.2768
23-Mar-2001	8.2773
26-Mar-2001	8.2771
27-Mar-2001	8.2773
28-Mar-2001	8.2777
29-Mar-2001	8.2779
30-Mar-2001	8.2777
02-Apr-2001	8.2776
03-Apr-2001	8.2772
04-Apr-2001	8.2771
05-Apr-2001	8.2768
06-Apr-2001	8.2767
09-Apr-2001	8.277
10-Apr-2001	8.2769
11-Apr-2001	8.2769
12-Apr-2001	8.2772
13-Apr-2001	8.2769
16-Apr-2001	8.2769
17-Apr-2001	8.2775
18-Apr-2001	8.2775
19-Apr-2001	8.2773
20-Apr-2001	8.2775
23-Apr-2001	8.277
24-Apr-2001	8.2769
25-Apr-2001	8.2767
26-Apr-2001	8.2769
27-Apr-2001	8.2773
30-Apr-2001	8.2773
01-May-2001	8.2774
02-May-2001	8.2774
03-May-2001	8.2774
04-May-2001	8.2774
07-May-2001	8.2774
08-May-2001	8.2785
09-May-2001	8.2775
10-May-2001	8.2771
11-May-2001	8.2771
14-May-2001	8.2771
15-May-2001	8.2769
16-May-2001	8.2769
17-May-2001	8.2767
18-May-2001	8.2768
21-May-2001	8.2778
22-May-2001	8.2774
23-May-2001	8.2771
24-May-2001	8.277
25-May-2001	8.2771
29-May-2001	8.2768
30-May-2001	8.2777
31-May-2001	8.277
01-Jun-2001	8.2777
04-Jun-2001	8.277
05-Jun-2001	8.2769
06-Jun-2001	8.2772
07-Jun-2001	8.2767
08-Jun-2001	8.2767
11-Jun-2001	8.2767
12-Jun-2001	8.2771
13-Jun-2001	8.2779
14-Jun-2001	8.2773
15-Jun-2001	8.277
18-Jun-2001	8.277
19-Jun-2001	8.2779
20-Jun-2001	8.277
21-Jun-2001	8.2769
22-Jun-2001	8.2767
25-Jun-2001	8.2768
26-Jun-2001	8.2768
27-Jun-2001	8.2768
28-Jun-2001	8.277
29-Jun-2001	8.2767
02-Jul-2001	8.277
03-Jul-2001	8.2767
05-Jul-2001	8.2767
06-Jul-2001	8.2768
09-Jul-2001	8.2767
10-Jul-2001	8.277
11-Jul-2001	8.2769
12-Jul-2001	8.2769
13-Jul-2001	8.2767
16-Jul-2001	8.2767
17-Jul-2001	8.2769
18-Jul-2001	8.277
19-Jul-2001	8.2768
20-Jul-2001	8.2768
23-Jul-2001	8.277
24-Jul-2001	8.2773
25-Jul-2001	8.277
26-Jul-2001	8.2771
27-Jul-2001	8.277
30-Jul-2001	8.2767
31-Jul-2001	8.277
01-Aug-2001	8.2769
02-Aug-2001	8.2768
03-Aug-2001	8.2768
06-Aug-2001	8.277
07-Aug-2001	8.2772
08-Aug-2001	8.2773
09-Aug-2001	8.2773
10-Aug-2001	8.2768
13-Aug-2001	8.2771
14-Aug-2001	8.2773
15-Aug-2001	8.2771
16-Aug-2001	8.277
17-Aug-2001	8.2768
20-Aug-2001	8.2768
21-Aug-2001	8.2768
22-Aug-2001	8.2769
23-Aug-2001	8.2768
24-Aug-2001	8.2773
27-Aug-2001	8.277
28-Aug-2001	8.2768
29-Aug-2001	8.2769
30-Aug-2001	8.2767
31-Aug-2001	8.2769
04-Sep-2001	8.2768
05-Sep-2001	8.277
06-Sep-2001	8.2768
07-Sep-2001	8.2767
10-Sep-2001	8.2767
11-Sep-2001	8.2769
12-Sep-2001	8.2769
13-Sep-2001	8.2768
14-Sep-2001	8.2766
17-Sep-2001	8.2767
18-Sep-2001	8.2768
19-Sep-2001	8.2766
20-Sep-2001	8.2766
21-Sep-2001	8.2767
24-Sep-2001	8.277
25-Sep-2001	8.2772
26-Sep-2001	8.2769
27-Sep-2001	8.2769
28-Sep-2001	8.2768
01-Oct-2001	8.2768
02-Oct-2001	8.2768
03-Oct-2001	8.2768
04-Oct-2001	8.2768
05-Oct-2001	8.2768
09-Oct-2001	8.2769
10-Oct-2001	8.2768
11-Oct-2001	8.2766
12-Oct-2001	8.2765
15-Oct-2001	8.2766
16-Oct-2001	8.2767
17-Oct-2001	8.2769
18-Oct-2001	8.277
19-Oct-2001	8.2768
22-Oct-2001	8.277
23-Oct-2001	8.2768
24-Oct-2001	8.2767
25-Oct-2001	8.2769
26-Oct-2001	8.277
29-Oct-2001	8.277
30-Oct-2001	8.2768
31-Oct-2001	8.2768
01-Nov-2001	8.2769
02-Nov-2001	8.2769
05-Nov-2001	8.2768
06-Nov-2001	8.2767
07-Nov-2001	8.2766
08-Nov-2001	8.2766
09-Nov-2001	8.2766
12-Nov-2001	8.2765
13-Nov-2001	8.2765
14-Nov-2001	8.2767
15-Nov-2001	8.277
16-Nov-2001	8.2771
19-Nov-2001	8.277
20-Nov-2001	8.2769
21-Nov-2001	8.2769
26-Nov-2001	8.277
27-Nov-2001	8.277
28-Nov-2001	8.2772
29-Nov-2001	8.2774
30-Nov-2001	8.2772
03-Dec-2001	8.277
04-Dec-2001	8.2771
05-Dec-2001	8.2772
06-Dec-2001	8.2773
07-Dec-2001	8.2772
10-Dec-2001	8.277
11-Dec-2001	8.2768
12-Dec-2001	8.2768
13-Dec-2001	8.2767
14-Dec-2001	8.2768
17-Dec-2001	8.2769
18-Dec-2001	8.2768
19-Dec-2001	8.2767
20-Dec-2001	8.2766
21-Dec-2001	8.2767
26-Dec-2001	8.2766
27-Dec-2001	8.2767
28-Dec-2001	8.2768
02-Jan-2002	8.2766
03-Jan-2002	8.2766
04-Jan-2002	8.2768
07-Jan-2002	8.2767
08-Jan-2002	8.2766
09-Jan-2002	8.2767
10-Jan-2002	8.2766
11-Jan-2002	8.2768
14-Jan-2002	8.2767
15-Jan-2002	8.2768
16-Jan-2002	8.2767
17-Jan-2002	8.2768
18-Jan-2002	8.2767
21-Jan-2002	8.2768
22-Jan-2002	8.2767
23-Jan-2002	8.2765
24-Jan-2002	8.2767
25-Jan-2002	8.2765
28-Jan-2002	8.2767
29-Jan-2002	8.2766
30-Jan-2002	8.2765
31-Jan-2002	8.2765
01-Feb-2002	8.2766
04-Feb-2002	8.2766
05-Feb-2002	8.2765
06-Feb-2002	8.2767
07-Feb-2002	8.2766
08-Feb-2002	8.2767
11-Feb-2002	8.2768
13-Feb-2002	8.2768
14-Feb-2002	8.2768
15-Feb-2002	8.2768
19-Feb-2002	8.277
20-Feb-2002	8.2768
21-Feb-2002	8.2766
22-Feb-2002	8.2765
25-Feb-2002	8.2765
26-Feb-2002	8.2767
27-Feb-2002	8.2766
28-Feb-2002	8.2765
01-Mar-2002	8.2766
04-Mar-2002	8.2767
05-Mar-2002	8.2765
06-Mar-2002	8.2766
07-Mar-2002	8.2771
08-Mar-2002	8.2771
11-Mar-2002	8.2769
12-Mar-2002	8.2767
13-Mar-2002	8.2771
14-Mar-2002	8.2774
15-Mar-2002	8.2775
18-Mar-2002	8.2773
19-Mar-2002	8.2775
20-Mar-2002	8.2774
21-Mar-2002	8.2772
22-Mar-2002	8.277
25-Mar-2002	8.2769
26-Mar-2002	8.2771
27-Mar-2002	8.2772
28-Mar-2002	8.2774
29-Mar-2002	8.2774
01-Apr-2002	8.2772
02-Apr-2002	8.2772
03-Apr-2002	8.2773
04-Apr-2002	8.2771
05-Apr-2002	8.277
08-Apr-2002	8.277
09-Apr-2002	8.2769
10-Apr-2002	8.2771
11-Apr-2002	8.2771
12-Apr-2002	8.2772
15-Apr-2002	8.2771
16-Apr-2002	8.2772
17-Apr-2002	8.2772
18-Apr-2002	8.2772
19-Apr-2002	8.2775
22-Apr-2002	8.2772
23-Apr-2002	8.2773
24-Apr-2002	8.2774
25-Apr-2002	8.2774
26-Apr-2002	8.2773
29-Apr-2002	8.2771
30-Apr-2002	8.2773
01-May-2002	8.2773
02-May-2002	8.2773
03-May-2002	8.2773
06-May-2002	8.2773
07-May-2002	8.2773
08-May-2002	8.2773
09-May-2002	8.2772
10-May-2002	8.2771
13-May-2002	8.2771
14-May-2002	8.277
15-May-2002	8.2769
16-May-2002	8.2768
17-May-2002	8.2768
20-May-2002	8.2768
21-May-2002	8.2769
22-May-2002	8.277
23-May-2002	8.277
24-May-2002	8.2771
28-May-2002	8.2766
29-May-2002	8.2766
30-May-2002	8.2766
31-May-2002	8.2765
03-Jun-2002	8.2767
04-Jun-2002	8.2768
05-Jun-2002	8.2769
06-Jun-2002	8.277
07-Jun-2002	8.277
10-Jun-2002	8.277
11-Jun-2002	8.2768
12-Jun-2002	8.2769
13-Jun-2002	8.2769
14-Jun-2002	8.2769
17-Jun-2002	8.2773
18-Jun-2002	8.2775
19-Jun-2002	8.2774
20-Jun-2002	8.2772
21-Jun-2002	8.2771
24-Jun-2002	8.277
25-Jun-2002	8.2771
26-Jun-2002	8.2772
27-Jun-2002	8.2771
28-Jun-2002	8.2771
01-Jul-2002	8.277
02-Jul-2002	8.2769
03-Jul-2002	8.2768
05-Jul-2002	8.2766
08-Jul-2002	8.2767
09-Jul-2002	8.2766
10-Jul-2002	8.2766
11-Jul-2002	8.2768
12-Jul-2002	8.2767
15-Jul-2002	8.2768
16-Jul-2002	8.2768
17-Jul-2002	8.2769
18-Jul-2002	8.2768
19-Jul-2002	8.2769
22-Jul-2002	8.277
23-Jul-2002	8.277
24-Jul-2002	8.2769
25-Jul-2002	8.2769
26-Jul-2002	8.2768
29-Jul-2002	8.2767
30-Jul-2002	8.2766
31-Jul-2002	8.2767
01-Aug-2002	8.2766
02-Aug-2002	8.2768
05-Aug-2002	8.2767
06-Aug-2002	8.2768
07-Aug-2002	8.2769
08-Aug-2002	8.2767
09-Aug-2002	8.2766
12-Aug-2002	8.2768
13-Aug-2002	8.2767
14-Aug-2002	8.2766
15-Aug-2002	8.2768
16-Aug-2002	8.2768
19-Aug-2002	8.2767
20-Aug-2002	8.2768
21-Aug-2002	8.2766
22-Aug-2002	8.2766
23-Aug-2002	8.2767
26-Aug-2002	8.2766
27-Aug-2002	8.2767
28-Aug-2002	8.2768
29-Aug-2002	8.2767
30-Aug-2002	8.2768
03-Sep-2002	8.277
04-Sep-2002	8.2771
05-Sep-2002	8.2772
06-Sep-2002	8.277
09-Sep-2002	8.277
10-Sep-2002	8.2769
11-Sep-2002	8.2769
12-Sep-2002	8.2768
13-Sep-2002	8.2768
16-Sep-2002	8.2768
17-Sep-2002	8.2769
18-Sep-2002	8.2769
19-Sep-2002	8.2768
20-Sep-2002	8.277
23-Sep-2002	8.277
24-Sep-2002	8.2769
25-Sep-2002	8.277
26-Sep-2002	8.2771
27-Sep-2002	8.2771
30-Sep-2002	8.2772
01-Oct-2002	8.2772
02-Oct-2002	8.2772
03-Oct-2002	8.2772
04-Oct-2002	8.2772
07-Oct-2002	8.2772
08-Oct-2002	8.2772
09-Oct-2002	8.2771
10-Oct-2002	8.277
11-Oct-2002	8.2769
15-Oct-2002	8.2767
16-Oct-2002	8.2767
17-Oct-2002	8.2768
18-Oct-2002	8.2767
21-Oct-2002	8.2768
22-Oct-2002	8.2768
23-Oct-2002	8.2768
24-Oct-2002	8.277
25-Oct-2002	8.2771
28-Oct-2002	8.2771
29-Oct-2002	8.2772
30-Oct-2002	8.2771
31-Oct-2002	8.2771
01-Nov-2002	8.2771
04-Nov-2002	8.2772
05-Nov-2002	8.277
06-Nov-2002	8.2771
07-Nov-2002	8.2771
